id,dataset,text,oracle
10028,DatasetSenti4SDSO_test_0,"After looking at the answers below, I am very sad that this is an example of backwards progress for SSRS.",-1
10029,DatasetSenti4SDSO_test_0,"I installed Delphi 2009 Update 4 yesterday (very painful process ) Now, How can I make sure if it is properly updated? What is the build number shown in the IDE about box?",-1
10030,DatasetSenti4SDSO_test_0,"I'm very sorry about my horrible English! only for this example I use radio button, I'm considering using textbox too",-1
10031,DatasetSenti4SDSO_test_0,"I assume you're using Ken Reitz's excellent requests library to do the HTTP requests (if not, you really should be!)Most likely, the problem is that requests doesn't add a 'Content-type' header to multi-part uploads, and packmgr doesn't read multi-part bodies with no 'Content-type' header. So, while a normal 'requests' POST of a multipart-encoded file would go something like this: you instead have to use the longer form, setting an explicit content-type: Note that one side-effect of doing it this way is that it cannot stream the file - the entire package ZIP file will be read into memory.",0
10032,DatasetSenti4SDSO_test_0,"Not for me, but I can suggest some possibilities :It may cause problem while editing--> This can be solved by using some comments--> And then this will cause the code messier Some code may crash and your code success will go away from you |.|--> No solution - unless you know more about the code! Code upgrade problem-- If external code has upgrade you may have problem to know which is that code--> Again use comments--> And again messier So these are some that I can think about!EDIT---Some cons:You can make it more convenient to edit--> You can edit more than one code at onceYou can edit some code that you wan't able to edit (external resource before)--> Modifying is more convenient.You can make it load faster--> 1 file with 1000 KB is faster than 1000 files with 1 KB each.It is safer--> You don't need to worry about external resource being deleted!!These are my suggestions. Try to think more about it!",-1
10033,DatasetSenti4SDSO_test_0,"I have just finish that site, but there is a silly bug that remain... if you check tu horizontal position of the WHOLE page there is a slight shift... nothing to cry about but WHY here is the 2 pages any idea, the horizontal css is: i dont like my page to do the cha-cha-cha !",-1
10034,DatasetSenti4SDSO_test_0,"Didn't notice the horrid inline jQuery, remove it! Then open the browser console (F12) and check for errors.",-1
10035,DatasetSenti4SDSO_test_0,So to do this I would keep a list of axes and when I delete the contents of one I would swap it out with a full one. I think the example below solved the problem (or at least gives an idea of how to solve it): The extremely ugly for loop construct is really just a placeholder to give an example of how the axes can be swapped.,0
10036,DatasetSenti4SDSO_test_0,@Asad Actually do not need. I appended one letter at the end of each vowel and con table. @user3520307 My great pleasure to see my code be helpful!,1
10037,DatasetSenti4SDSO_test_0,"Lastly, I don't see any styling data. Does your project have some CSS defined somewhere?",-1
10038,DatasetSenti4SDSO_test_0,"I'm trying to do this in a makefile and it fails horribly: do you know why? I guess it has to do with escaping, but what and where?",-1
10039,DatasetSenti4SDSO_test_0,"Here's a secret. In the chrome dev tools, do a cpu profile run. After you have stopped capturing, at the bottom of the screen is a down triangle next to ""Heavy (Bottom Up)"". Click the triangle and select ""Flame Chart"". Once you are in Flame Chart mode, you can zoom and pan to see the digest cycles, how long they take, and exactly what functions are being called. The Flame Chart is so incredibly useful for tracking down page load issues, ng-repeat performance problems, digest cycle problems! I really don't know how I was able to debug and profile before the Flame Chart. Here is an example:",1
10040,DatasetSenti4SDSO_test_0,"And what do those ""lines upon lines of errors"" say? (Sheesh! Getting information out of you is about as painful as pulling out teeth!!)",-1
10041,DatasetSenti4SDSO_test_0,"The function signature for pthread_create requires a function that returns . Also, returned from should be treated opaquely. Both of these changes are reflected below and compile on my machine: UPDATE: There are some other issues with your program as well. For example, it's very likely that main will exit before your thread runs. You should join on your thread if you want to make sure it exits first. Using raw pthreads is a great way to learn about threads but can be very very painful compared to some of the pre-existing frameworks out there - try boost::thread or std::thread if you want to just get up and running with as little hassle as possible.",0
10042,DatasetSenti4SDSO_test_0,Excellent! Thanks for the info.,1
10043,DatasetSenti4SDSO_test_0,"this is for facial recognition, and auto submitting username and passwords in your browser, if you are in front of your PC. nothing malicious bout that ?!?",-1
10044,DatasetSenti4SDSO_test_0,Do you have jQuery loaded correctly?,0
10045,DatasetSenti4SDSO_test_0,@augustss: with `ImpredicativeTypes` you can make monadic binds polymorphic as well (though it requires a heck lot of extremely ugly type annotations).,-1
10046,DatasetSenti4SDSO_test_0,"Here is an excellent article that might help: CodinghorrorGenerally I would say: Put restrictive chmod rules salt, salt, salt !",1
10047,DatasetSenti4SDSO_test_0,"OK, so what do you want me to do about that? Hint: how about *telling us* what your problem is?",-1
10048,DatasetSenti4SDSO_test_0,"Here is my PHP code.. ..I'm extremely crappy with my JavaScript code, could someone help me convert this? I basically want to convert a variable such as ""marine-heavy"" to ""Marine (heavy)"".",-1
10049,DatasetSenti4SDSO_test_0,"No, the output is not the same; one is a Unicode value, the other an undecoded bytes value.For ASCII, that looks the same, but when you load any web page that uses characters outside the ASCII characterset, the difference will be much clearer.Take UTF-8 encoded data, for example: That's a simple U+2013 EN DASH character. The bytes representation shows the 3 bytes UTF-8 uses to encode the codepoint.You really want to read up on Unicode vs. encoded data here, I recommend:The Absolute Minimum Every Software Developer Absolutely, Positively Must Know About Unicode and Character Sets (No Excuses!) by Joel SpolskyThe Python Unicode HOWTOPragmatic Unicode by Ned Batchelder",0
10050,DatasetSenti4SDSO_test_0,"Wow, great! thanks, I didn't know this one existed.",1
10051,DatasetSenti4SDSO_test_0,"Suppose I have this interface And this class Is there a way, or is there a tool that can let me automatically put in the comments of each member in a base class or interface? Because I hate re-writing the same comments for each derived sub-class!",-1
10052,DatasetSenti4SDSO_test_0,"I asked before about pixel-pushing, and have now managed to get far enough to get noise to show up on the screen. Here's how I init: Here's how I render each frame: Problem is this is awfully awfully slow, around 5fps. I think my path to publish the buffer must be wrong. Is it even possible to do full-screen pixel-based graphics that I could update at 30fps, without using the 3D chip?",-1
10053,DatasetSenti4SDSO_test_0,"Paradise, if you submit that as a separate response I'll make you the winner!",1
10054,DatasetSenti4SDSO_test_0,"Now when I load it to the device, an image won't show up. This is all kinds of horrible!",-1
10055,DatasetSenti4SDSO_test_0,It's very painful to add multiple tickets to Trac or to have it as your own todo list. That causes people to use their own task management tools so tasks are then spread all around. Is there any plugin or macro that would quicken the process of adding a ticket?,-1
10056,DatasetSenti4SDSO_test_0,I recently moved from a Mac + Textmate back to Visual Studio. The one thing I absolutely loved about textmate was it's find/search feature. It made navigating solution files so easy. Is there an equivalent shortcut/addon for Visual Studio?,1
10057,DatasetSenti4SDSO_test_0,Excellent! Look forward to hearing from you.,1
10058,DatasetSenti4SDSO_test_0,"Wow, great many thanks! File was Data!",1
10059,DatasetSenti4SDSO_test_0,"Okay, I see your confusion and edited my response with some sample code/an appropriate link to wikipedia. You are confusing the entropy of the model's probability distribution with the cross entropy (or likelihood) of the predictions it makes on real data. Consider a model that assigns probability 1 to some event and probability 0 to everything else. It has 0 entropy, but makes absolutely terrible predictions on any testing distribution that isn't a purely non-random sequence, assigning 0 probability to events that actually happen.",0
10060,DatasetSenti4SDSO_test_0,Was afraid someone would say that...! Is there any hack I could put in place?,-1
10061,DatasetSenti4SDSO_test_0,"Excellent questions! This particular project will need DS, WAYF, etc.",1
10062,DatasetSenti4SDSO_test_0,I need from document object or from a DOM element (i.e. a DIV) to know which is its window object. In Firefox I can do: but obviously in that AWFUL browser that statement not work!!!,-1
10063,DatasetSenti4SDSO_test_0,I would agree except they are related and I really hated the idea of writing 4 separate questions since they seemed to close.,-1
10064,DatasetSenti4SDSO_test_0,"Too slow and I prefer to operate in the same mode as my users. Also, I just really hate switching to debug. And its a waste of diskspace.",-1
10065,DatasetSenti4SDSO_test_0,That's really bad. GWT looks extremely ugly with IE8 default!,-1
10066,DatasetSenti4SDSO_test_0,Excellent point! :),1
10067,DatasetSenti4SDSO_test_0,"change the following to: to Added in the select, also ensure that DATABASE_TABLE has the column _id.A cursor adapter will always need an column!Hope that helps.!",1
10068,DatasetSenti4SDSO_test_0,"@IgnacioOcampo, I gave up after a while I am afraid :(",-1
10069,DatasetSenti4SDSO_test_0,"When you try it, you get the error: This comes from (line 3023 on my sources, but varies by version), in . The comment there explains that: This routine is to be called by statements that must not run inside a transaction block, typically because they have non-rollback-able side effects or do internal commits.For it's called from in under the case for , but unfortunately there isn't any informative comment that says why specifically isn't safe to run in a transaction.Looking at the sources, I can see that for one thing it forces a checkpoint.Overall, though, I don't see anything that really screams out ""we can't do this transactionally"". It's more ""we haven't implemented the functionality to do this transactionally"".",0
10070,DatasetSenti4SDSO_test_0,"@user2717118: Excellent! Please consider [accepting this answer](http://meta.stackexchange.com/questions/5234/how-does-accepting-an-answer-work), then :-)",1
10071,DatasetSenti4SDSO_test_0,"@KubaOber, I was in the process of revising the answer, but see you've already answered it.",0
10072,DatasetSenti4SDSO_test_0,"Let's imagine something like this: Later I can do something like this: Is there any way I can set the limit when using the named query, and not when defining it? I'd would really love to do something like: or Thx in advance! :-)",1
10073,DatasetSenti4SDSO_test_0,This can probably be done using JavaScript.,0
10074,DatasetSenti4SDSO_test_0,"If I understand your question correctly, the exception is because variable is not found inside the function. I'd suggest learning scoping rules in Python or read this excellent to-the-point chapter on the topic (or search for this topic on the Web!).The other thing I'd recommend is not to handle all exceptions as you've shown in your snippet. Here's why.The fixed code could look something like this:",0
10075,DatasetSenti4SDSO_test_0,You'll need to create or call a refresh function from the same place as the alert() in the .get() call. That function is a success post-back.,0
10076,DatasetSenti4SDSO_test_0,I ran through the li:last-child selector earlier,0
10077,DatasetSenti4SDSO_test_0,"As I comment your question, there are of problems inside your code so better will be to use some ready function/class for it :) just search for it ..How ever I can give you easy way to display what you want..Replace your FOR loop with that code and it will be fine :) But really !!! 1st - MYSQL_ functions are deprecated use mysqli or PDO instead.. 2nd - ESCAPE all variables in your queries.. 3rd - Think for using more flexible methods of work (function/objects ..)",1
10078,DatasetSenti4SDSO_test_0,You can download a local copy of jQuery or use a CDN. This link has details: http://jquery.com/download/,0
10079,DatasetSenti4SDSO_test_0,I think it speaks volumes about IE that the keyCodes for the arrow keys form an angry sad face: %&'( (works better in the comment text entry font),0
10080,DatasetSenti4SDSO_test_0,"I'm using Apache's implementation, namely http://ws.apache.org/xmlrpc/",0
10081,DatasetSenti4SDSO_test_0,"Okay, a before <example> And a desired after <example> I know, horrific (don't ask!) See how the slash in the key indicates children, and how the order is nested accordingly? And items without orders are simply shifted to the bottom. But also how multiple 'same level' items with the same order are merely sorted by key?",-1
10082,DatasetSenti4SDSO_test_0,"I need the page to include the sitemap because I'm saving context from each of the three previous pages. That way the user can click the previous page in the sitemap, and it will load the data I stored (i.e. load the data from their previous search).",0
10083,DatasetSenti4SDSO_test_0,"I'm working with a console application (C#) at the moment. What it does is pulls files from a database and stores them in their relevant folders on the C drive on a local machine. At the moment, every time I run the console app, it pulls ALL the files from the database. What I would like to be able to do, is each time I run it, It only pulls the files that were submitted since I last ran the console application. Currently, this is the linq statement that pulls the files from the database. Ideally I'd like something like the following where the date and time of the last run of the application is stored somewhere: I'm unsure on how to go about achieving this. If anyone had any advice on it I'd be very greatful :)",1
10084,DatasetSenti4SDSO_test_0,Great work in finding that bug report ticket! I was able to see the issue in the [fiddle](http://jsfiddle.net/5SCnJ/) that they provided. Notice also that the bug has been fixed! All you need to do is use a jQuery-ui >= version 1.10.3. I forked their fiddle and tried it with 1.10.3 and the issue goes away. Check it out [here](http://jsfiddle.net/mcoomey/JPC4J/1/). @user3496151: The fix that I demonstrated in the previous,1
10085,DatasetSenti4SDSO_test_0,"There is another way... As the WPF application is coded with the .NET framework, it is compiled to MSIL (Microsoft Intermediate Language). This means you can use a decompiler such as ILSpy to decompile and view the code of BaronReplays. This will give you some idea of how BaronReplays works so you can implement the same ideas into your own code project...Hope this helped!Rodit",1
10086,DatasetSenti4SDSO_test_0,"Would you happen to have another column in your table where you can group them as ""1 2 3 4"" , ""1 2 3 4"", etc?It would look something like this:1st column | second columnA | 1B | 1C | 1D | 1A | 2B | 2C | 2D | 2If you order it by 2nd column, it will return 1 1 1 1 2 2 2 2. But since you have another column, you can do order by 1st column, 2nd column, and it will be 1 2 1 2 1 2 1 2.This ia ofcourse assuming that you have a field like 1st column. But given that you're looking at having them order like 1 2 3 4 1 2 3 4, there must be something in your other fields that can help you achieved that Hope this helps!",1
10087,DatasetSenti4SDSO_test_0,You would need to create a counter integer variable that can keep track of the line index for you. Hope it helps!,1
10088,DatasetSenti4SDSO_test_0,"Yes, this is question.",0
10089,DatasetSenti4SDSO_test_0,"Everytime I execute my app in debug mode, the execution breaks inside some class file of an external library that I'm using. Even though it's a NullPointerException, for some reason I can hit resume and continue the execution. In case you're curious, I've put the stacktrace below. My problem though is that I simply want to stop that. It's extremely annoying and happens every now and then during the execution. But I can't find any setting anywhere which will prevent breaking inside class files. How do I avoid this?",-1
10090,DatasetSenti4SDSO_test_0,"Then you've got major problems! Let me meditate on it; it is extremely unpleasant, whatever. Are you on Linux or some other Unix-like platform?",-1
10091,DatasetSenti4SDSO_test_0,works excellent!! thanks a lot guys!!!,1
10092,DatasetSenti4SDSO_test_0,"I cannot seem to figure out why the phpunit target does not output any test results even though I have tests in position. The problem I am finding is there is no indication as to what the problem is! Incredibly frustrating. The output is as follows: My build.xml is as follows: My system: Vista, PHP 5.2.9, PHPUnit 3.4, PHPUnderControl, CruiseControl",-1
10093,DatasetSenti4SDSO_test_0,excellent alternative!,1
10094,DatasetSenti4SDSO_test_0,I don't have any control over the dataset I recieve. The only thing I know is that it contains everything.,-1
10095,DatasetSenti4SDSO_test_0,Reinnstalled Xcode4 - same thing. Awful!,-1
10096,DatasetSenti4SDSO_test_0,"Is your test case exhibiting this behavior in jsfiddle? I have tried it in Firefox, Chrome and Safari and do not see the shrinking you're talking about, although Chrome and Safari force a left-margin indent while dragging. (???) &#xA;&#xA;",0
10097,DatasetSenti4SDSO_test_0,"I want to programatically detect if my site is within the Facebook iFrame app so I can display certain features specifically for Facebook. Otherwise if someone goes site without Facebook. Preferably an FBML, C# or JS solution would be great :) Thx!",1
10098,DatasetSenti4SDSO_test_0,You're very welcome ! It would be nice though if you upvoted and accepted the answer. This way other users could refer to it if they pass to the same trouble you had =P,1
10099,DatasetSenti4SDSO_test_0,"@SamDeHaan, you are correct! transposed them as i was writing.",1
10100,DatasetSenti4SDSO_test_0,Is this valid ? what I'm really worried about is can you specify type and also use def at the same time?,-1
10101,DatasetSenti4SDSO_test_0,I'm afraid you cannot fetch that!The Graph API don't provide any API to do so.,-1
10102,DatasetSenti4SDSO_test_0,"I store ranges in MySQL DB, but a lot of queries to MySQL for getting provider name - it's terrible :(",-1
10103,DatasetSenti4SDSO_test_0,"Make a canvas path glow by applying a series of overlapping shadows with increasing blurA Demo: http://jsfiddle.net/m1erickson/Z3Lx2/You can change the styling of the glow by varying the number of overlays and the blur size.Example code for a glow effect: To get the outline path of your phone image, you can use the ""marching ants"" algorithm.This algorithm will create a path that outlines an image. In your case you would define the image as all pixels that are not transparent.Here's a very good implementation of ""marching ants"" that is used in the excellent d3 library:https://github.com/d3/d3-plugins/blob/master/geom/contour/contour.jsIt's used like this:DrawImage your phone on the canvas. Get the pixel color array from the canvas using ctx.getImageData Define a function that checks the pixel array for non-transparent pixels at any x,y on the canvas. Call the contour function: Here's an example result:the glow is automatically generated using overlapping shadowsthe outline path of the phone is calculated using the marching ants algorithm",0
10104,DatasetSenti4SDSO_test_0,"It would be a good practice to have a separate button that will disable method since it is very easy to get confused when using your program if the code for disabling and enabling this method is all written in one method named so I suggest you separate them to make the program's design more precise.Next thing you can do is to execute a , whic you are going to mark as . After having done this you can use .Here's how: Be warned that it's sometimes dangerous to throw exceptions as it creates some other bugs, but this option won't hurt much if you're just trying to disable a function. By the way, this will really not remove the method as it will just replace it, it's now up to you to choose which method will receive this. Hope this was helpful!",1
10105,DatasetSenti4SDSO_test_0,"I want to duplicate a very large table, but I do not want to copy it row by row. Is there a way to duplicate it? For example, you can TRUNCATE w/o deleting row/row, so i was wondering if there is something similar for copying entire tables UPDATE: row by row insert is very painful (because of 120M rows). Anyway to avoid that?",-1
10106,DatasetSenti4SDSO_test_0,"Yeah, I know, I just can't figure out where the 'private' is coming from. It's very frustrating!",-1
10107,DatasetSenti4SDSO_test_0,Excellent! PHP really is an impressive language.,1
10108,DatasetSenti4SDSO_test_0,"If you only need the count (like you express in your original question), you could do: Hope it helps!",1
10109,DatasetSenti4SDSO_test_0,"There are two issues with your regex pattern: Firstly, you forgot to add the ^ at the beginning. this is why only the last characters were checked, or to say: you did not check the entire input. Secondly, your cyrill check did not seem to be correct. Still, I am not used to cyrillic letters and I should be careful before I judge ;) hope it helps!",1
10110,DatasetSenti4SDSO_test_0,"Cool, that was going to be my next suggestion! Good luck :)",1
10111,DatasetSenti4SDSO_test_0,no answer yet.... sad =(,-1
10112,DatasetSenti4SDSO_test_0,Someone is scared to tell the reason of -1 !,-1
10113,DatasetSenti4SDSO_test_0,You can use this Hope this helps!,1
10114,DatasetSenti4SDSO_test_0,yeaa im just not sure how i would be able to store a user input string into the array. I've looked around online and tried out some of their code. So im not sure. I really hate mips. :(,-1
10115,DatasetSenti4SDSO_test_0,"&#xA;I'm not very good at vb6, and I would do that from the aspx page by adding to the SqlDataSource an Update Command like `UPDATE [table] SET [date_debut_session] = @date_debut_session WHERE [id] = @id` and asp:parameters. define 'here': in the aspx or in the codebehind? 'cause I've tried and it works in the aspx but I haven't tried in the codebehind. have you tried [this](http://stackoverflow.com/questions/4223938/how-to-apply-particular-format-of-date-by-using-eval)?",0
10116,DatasetSenti4SDSO_test_0,that's great :),1
10117,DatasetSenti4SDSO_test_0,"Some of your code seemed redundant, so I removed some. Such as defining and then duplicating it into so I just defined once. I got rid of , , and since you can just as easily enter the value directly.Then I got rid of the whole get the latest file in the log folder, and just added the content to the log file defined earlier. I changed the log entries so they were done by tabs so the entry type, date, and the actual entry all line up nicely when you view the log file.Lastly I changed the whole If>ElseIf>ElseIf thing into a Switch, because Switch is awesome and totally underused! Oh yeah, I got rid of because it's pointless to define a variable and then just echo it. What you could do is in the section have it write-host the error and call the log function again, so people are forced to enter a valid entry.",0
10118,DatasetSenti4SDSO_test_0,"Indeed your question is an easy one, so I answer your question with some additional points that I think help you more than the answer itself:First, this is the code: Notes: Please1 - don't a simple problem a real hard one! if it's a hw you can convince the tutor about defining the string delimited with something like "","" (if he/she insists) or whatever, and if this is a real project convince the customer, you don't want to torture yourself! 2 - you said you want to split the string into a 4 x 4 matrix, what if you want a 5x5 matrix? So take advantage of constants, and the same for the delimiter Hope these help.",1
10119,DatasetSenti4SDSO_test_0,@Pekka - what's the emoticon for being terribly embarrassed!,-1
10120,DatasetSenti4SDSO_test_0,"[fiddle](http://jsfiddle.net/mcoomey/JPC4J/1/) was not related to the table layout of auto versus fixed. The fiddle shows that it works for both. If you are still seeing a problem while using the newer version of jQuery-ui, then it must be another issue with your code.",0
10121,DatasetSenti4SDSO_test_0,I have implemented this in my Visual Studio addon Visual Installer as IntelliSense Member Completion.If you type variable followed by a period (.) a list of all possible members of this class is presented in a list from which you can choose:Second option is to move cursor over any class to view it's members:See details here: http://www.unsigned-softworks.sk/visual-installer/features.html#member-completionP.S. sorry for this self promo - TLama is very angry for promoting 3rd party software in Inno questions but there is no support for this in official Inno Setup editor and many people ask for this.,-1
10122,DatasetSenti4SDSO_test_0,"How do you train Neural Network for pattern recognition? For example a face recognition in a picture how would you define the output neurons? (eg. how to detect where is the face exactly, rather than just saying that there is a face in camera). Also, how about detecting multiple faces and different size of faces? If anyone could give me a pointer it would be really great Cheers!",1
10123,DatasetSenti4SDSO_test_0,"Yeah, it's definitely annoying!",-1
10124,DatasetSenti4SDSO_test_0,I am learning ML. Can some one please help me out with basic input/output functions in ML?? I just want to read input from console and store it in a variable and use it in my ML program. Please help. If you can point me towards some example for this also it would be super great!!! Thank you.,1
10125,DatasetSenti4SDSO_test_0,"the question just came to me from a different team. The question was ""how to query the users in the exchange server's particular User group"". Its said that the Exchange server user group is not linked to an Ad group. The examples i could get are all for querying based on AD group. I heard there are two ways either through SQL or through DirectoryServices. Either solution is fine, but through DirectoryServices will be super awesome! Thanks again!",1
10126,DatasetSenti4SDSO_test_0,What will you be doing with the images? Displaying them in the browser?,0
10127,DatasetSenti4SDSO_test_0,"@PeterGrantBue: I'm happy that my solution suits your needs. :-) Please, accept my answer if it really helped you out. Good luck with your game! ;-)",1
10128,DatasetSenti4SDSO_test_0,It is really painfull to get all code form TFS whenever you make a build using NANT. Is there any settings in ccnet.config which will only take the files which are changed form last time which can speed up the process.,-1
10129,DatasetSenti4SDSO_test_0,"I'm not for sure how the ControlCollection of ASP.Net works, so maybe someone can shed some light on this for me. I recently discovered the magic that is extension methods and Linq. Well, I was very sad to find that this isn't valid syntax However from what I can tell, does implement the interface which provides such methods, so what gives? Why doesn't that just work? I have found a decent work around for this issue at least:",-1
10130,DatasetSenti4SDSO_test_0,"@Bober02 if u are in this industry sooner or later you will ""meet"" Martin Thompson's excellent blog, I'm glad to introduce you to it. :) http://mechanical-sympathy.blogspot.com/2011/07/memory-barriersfences.html Happy reading!",1
10131,DatasetSenti4SDSO_test_0,I am using WinForms.,0
10132,DatasetSenti4SDSO_test_0,Not to worry I've SOLVED it!,1
10133,DatasetSenti4SDSO_test_0,"we definitely have differing views on what is the ""easier"" method achieve this functionality, and dealing with threads is not easier for me",-1
10134,DatasetSenti4SDSO_test_0,"I'm trying to make a link inside the fancybox single image title. I want it to redirect me to another fancybox window (witch is inline)... I have a script that makes the whole single image a link, but this targets my document title instead of the anchor title... I really hope someone will have a solution or a better idea on how to do it!! :) Thank you thank you thank yooou! :) btw: I have almost never worked with scripts.. In depth anyways...",1
10135,DatasetSenti4SDSO_test_0,"Is there a shorthand for a new line character in Scala? In Java (on Windows) I usually just use ""\n"", but that doesn't seem to work in Scala - specifically outputs in Eclipse, (sic) from the command line, and from the REPL (GREAT SUCCESS!) works, but is there anything shorter?",1
10136,DatasetSenti4SDSO_test_0,"I have a long scrolling page, and want to test if an element is 100px from the top, then apply a class elsewhere (until the next element in line is 100px from the top) If I could just get the basic statement I would be ecstatic, anything extra would be a bonus!",1
10137,DatasetSenti4SDSO_test_0,@Gabriele No worries! Glad to have helped :),1
10138,DatasetSenti4SDSO_test_0,Excellent point! Thanks!! I did mean just the left side though.. (I should have specified that). Was glad to learn your insight though..,1
10139,DatasetSenti4SDSO_test_0,"You can do as followed:When your app is not started/ running and you start from an notification, onCreate gets called. When your app is running (background or foreground), and you start a new intent from an notification this method gets called: (if you are using singleTop) To detect whether your app is running back- or foreground, you can simply set a boolean in onPause/onResume: Hope it helps!",1
10140,DatasetSenti4SDSO_test_0,"I just caught that, Firefox doesn't preform spell checking on the title field for some reason.",-1
10141,DatasetSenti4SDSO_test_0,"is in so u need not to worry!Internally the data is always stored as TEXT, so even if you create table with , SQLite is going to follow the rules of data type",1
10142,DatasetSenti4SDSO_test_0,Is it possible to prevent a user from editing the title of a node on the node edit screen? One of the things I really detest about Drupal is the rigidity of the title & body field in each node.,-1
10143,DatasetSenti4SDSO_test_0,"I'm curious, shouldn't the other question be marked as a duplicate of this one? This question is two years older and has a higher rated answer.",-1
10144,DatasetSenti4SDSO_test_0,"I'm trying to output the following from within a liquid template: Obviously, Liquid sees this as a variable named and tries to do substitution. I'm trying to find out how I can output the actual braces. So far, I've found one method that works, but it's incredibly ugly: Yeah, told you it was gross. Here are other things I've tried: Any advice here?",-1
10145,DatasetSenti4SDSO_test_0,"Assets are bundled with your APK and they are read only. You cannot delete them in your app.If you're really worried about storage usage, consider alternative database distribution mechanisms such as downloading it over the network.",0
10146,DatasetSenti4SDSO_test_0,exactly why i'm asking because thats what i fear!,-1
10147,DatasetSenti4SDSO_test_0,<3 <3 <3 ! ! ! :),1
10148,DatasetSenti4SDSO_test_0,I need to perform the same hash server side. All this code that I am digging through seems to have been run through some compression tool. Devastating.,-1
10149,DatasetSenti4SDSO_test_0,Just that they make you list the type twice. i.e. List list = new ArrayList(),0
10150,DatasetSenti4SDSO_test_0,"I'm looking for as automatic way as possible. Surronding every query with a StopWatch would work, but it's a lot of work.",-1
